usahawanid,namasyarikat,nodaftarssm,tahunmulaoperasi,bilanganpekerja,alamat1_ssm,alamat2_ssm,alamat3_ssm
A00210,ND DYRA LEGACY,002548215-U,2016,2,"KEDAI SURAU NUR AL-ISLAMIAH, KAMPUNG PAYA RANGGAM","KUALA KANGSAR, 33700","KUALA KANGSAR, PERAK"
A00211,AIDA EMPIRE ENTERPRISE,IP0469411-H,2019,1,"NO. 121, KG. KROH HILIR","KUALA KANGSAR, 33700","KUALA KANGSAR, PERAK"
A00212,YEOP FOOD INDUSTRIES ENTERPRISE,IP0424864-U,2015,2,"NO.7, JLN BUNGA RAYA 15, TMN BUNGA RAYA","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00213,FH UNITY ENTPRISE,EB-A2020090202850,2020,1,"NO. 93, KG. BELURU","KUALA KANGSAR, 33600","KUALA KANGSAR, PERAK"
A00214,WARISAN AZIZAHARI,IP0530335-M,2019,5,"NO. 80, KG. CHANGKAT LIMAU, TROSOR","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00215,MAFA BRIDAL,IP0503992-M,2018,3,"NO 10, JLN BESAR KATI","KUALA KANGSAR, 33020","KUALA KANGSAR, PERAK"
A00216,,,2015,1,"NO 15, KG RAMBAI TUJUH","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00217,KEJORA MENANTI ENTERPRISE,IP0244757-P,2016,3,"NO E17, GERAI MPKK TEPI SG PERAK, PERSIARAN SG PERAK","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00218,,,2019,1,LOT 2391 KG JERLUN,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00219,NURIKAH ENTERPRISE,IP0480275-P,1997,3,"NO. 6, KG. CHANGKAT DUKU, SAUK","SAUK, 33500","KUALA KANGSAR, PERAK"
A00220,,,2019,1,"NO. 126, KG. TALANG HILIR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00221,BANG BIL ENTERPRISE,IP0454259-H,2016,4,"NO 64, TMN KENARI, JLN KENAS","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00222,LUQ-LUQ PERMATA ENTERPRISE,IP0478300-D,2017,2,"LOT 1009, ANAK AYER,LUBUK MERBAU","KUALA KANGSAR, 33010","KUALA KANGSAR, PERAK"
A00223,MASFIRA MADU KELULUT,IP0408497-W,2014,2,"NO. 56, KG. KUBANG PEKAN","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00224,TASKA ANAK ANAKKU STRAWBERRY,IP0383596-T,2015,3,"NO 198, PERSIARAN CHANDAN 10, TMN CHANDAN PUTERI","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00225,,,2016,1,"NO. 73, PERSIARAN RENGAS JAYA 4, TMN RENGAS JAYA","PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00226,,,2015,1,"NO. 17, KG. DATO' SAGOR","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00227,CAHAYA PERAK ENTERPRISE,000923016-T,1993,1,"NO. 83A, TINGKAT 2, JALAN DAENG SELILI","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00229,,,2018,1,"F3, RUMAH AWAM, KG. LASAH","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00230,AMY ALISYA ENTERPRISE,IP0471549-W,2019,1,NO. 13114 KG BENDANG SELINSING,"SAUK, 33500","KUALA KANGSAR, PERAK"
A00231,SPA ANDAMAN CHEMPAKA BIRU,IP0424730-H,2014,1,"145, TANAH MERAH LUBUK MERBAU","KUALA KANGSAR, 33010","KUALA KANGSAR, PERAK"
A00232,SZ TYRE SERVICE & SPORT RIM ENTERPRISE,UT0006973-K,2020,1,"LOT 412, KG SAYONG HULU","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00233,,,2016,1,"LOT 3342, KG. MASJID, LASAH","SUNGAI SIPUT(U), 31110","KUALA KANGSAR, PERAK"
A00234,,,2015,1,"NO. 30, KG. RIBU HILIR","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00235,SJ QUALITY,1595029,2010,2,"5399 KG TALANG TENGAH,JALAN FELDA LASAH","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00236,R.M .SHA-LA-LA ENTERPRISE,IP0114558-M,2013,2,"NO 173, KAMPUNG TERSUSUN KLEDANG UTAMA","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00237,SUBANDRIO BIN SHUKARNO ENT.,IP0484886-V,2017,2,"NO. 1, KG. LANG BUANA, KG. JAWANG","SUNGAI SIPUT(U), 31050","KUALA KANGSAR, PERAK"
A00238,IZACH AGRIBUSINESS,IP0440770-X,2015,4,"JALAN PANDAK OTHMAN, KAMPUNG ULU PIOL","MANONG, 33800","KUALA KANGSAR, PERAK"
A00239,,,2018,1,"NO 62, KG JAWANG","SALAK UTARA, 31050","KUALA KANGSAR, PERAK"
A00240,,,2015,1,"NO. 110, KG. RAMBAI TUJUH,","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00241,SUZANA MAJUSUPPLY & SERVICES,003128049-D,2015,3,KG. KUBANG PEKAN,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00242,,,2020,1,"NO 2, KAMPUNG TAHAN","SAUK, 33500","KUALA KANGSAR, PERAK"
A00243,EFEK AUTOPART,IP0314344-X,2010,1,"NO 6-G, PERSIARAN PRIMA 1, KUALA KANGSAR PRIMA","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00244,,,2017,1,"NO. 60, KG. RAMBAI TUJUH","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00245,SYED ADVERTISING ENTERPRISE,IP0406928-K,2014,2,"NO. 803, TAMAN AIK MOH, JALAN LINTANG","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00246,,,2019,1,"NO.12, KAMPUNG TOK BAYAS, JALAN FELDA LASAH","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00247,SHA HANA NIAGA,IP0373953-A,2015,1,"LOT 932, TAMAN SEROJA 4","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00248,,,2015,1,"NO. 7A, LORONG 2, KG. KUALA SAYONG HILIR","KUALA KANGSAR, 33040","KUALA KANGSAR, PERAK"
A00249,,,2015,1,"NO. 1, JALAN PADANG RAGUT, KG. GUAR","MANONG, 33800","KUALA KANGSAR, PERAK"
A00250,DINY FLORA CRAFT,IP0496510-A,2018,2,"NO 48, KG SETIA","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00251,KOLEKSI YUSMIL,IP0363277-P,2012,2,"NO. 12, KG. SETIA","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00252,KUDRAT MUDA ENTERPRISE,IP0219126-V,2016,1,"NO. 123, KG. KUBANG UDANG, BEKOR","MANONG, 33800","KUALA KANGSAR, PERAK"
A00253,,,2016,1,"KG. KELIMAT, JALAN FELDA LASAH","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00254,SERULING SENJA ENTERPRISE,IP0385033-V,2017,4,"NO 4, JALAN ABADI, KG JENALIK HULU","SAUK, 33500","KUALA KANGSAR, PERAK"
A00256,,,2015,1,"NO. 200, KG. RAMBAI TUJUH","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00257,PERUSAHAAN LABU SAYONG,IP0133893-K,2016,2,"NO. 39, KG. BUKIT LADA","KUALA KANGSAR, 33040","KUALA KANGSAR, PERAK"
A00258,UZMA MAJU ENTERPRISE,IP0378911-D,2017,4,KAMPUNG BEKUT,"SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00259,,,2017,1,"NO 9, KG TOK SIRAT","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00260,ZEN TECH ENTERPRISE,PG0212948-P,2008,3,"152, JLN DATO SAGOR,","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00261,,,2016,1,"LOT 752, KG. TERSUSUN SALAK BARU","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00262,LONG MARCH SEVEN ENTERPRISE,002124659-K,2012,1,"NO. 108, JALAN HJ. ABD. RAHMAN, KG. BELURU","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00263,SERI ENGGOR KRAF,IP0427884-M,2015,2,"NO 64A, KAMPUNG ENGGOR","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00264,FIRST LEAD INDUSTRY SDN. BHD.,1147094-W,2017,2,"LOT 74, KAWASAN ISTANA KUNIG, BUKIT CHANDAN","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00265,HAYAT ART AND CRAFT,IP0513950-U,2013,1,KG.SETIA,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00266,NAFISAH MUN ENTERPRISE,IPO529089-X,2014,1,"NO.436,PERSIARAN 18,TAMAN MUHIBBAH JAYA","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00267,,,2012,1,"NO. 75, KG. BENDANG UJIB","KATI, 33020","KUALA KANGSAR, PERAK"
A00268,,,2014,1,"NO. 10A, KG. NGOR","SAUK, 33500","KUALA KANGSAR, PERAK"
A00269,,,2012,1,"LOT 1396, KG. TEMONG HULU","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00270,,,2013,1,KG. RAJA INTAN SURAYA,"SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00271,,,2014,1,"NO. 105, KG. BERALA","KATI, 33020","KUALA KANGSAR, PERAK"
A00272,,,2014,1,"NO. 10, KG. LUBOK BATU","PADANG RENGAS, 33700","KUALA KANGSAR, PERAK"
A00273,,,2009,1,"NO.72, BLOK G, RPA LIMAN KATI","SAUK, 33020","KUALA KANGSAR, PERAK"
A00274,,,2014,1,"NO. 114, JLN. MEGAT ABDUL HAMID, KG. JARAU","KUALA KANGSAR, 33600","KUALA KANGSAR, PERAK"
A00275,,,2013,1,"NO. 14, KG. RIBU HILIR","KUALA KANGSAR, 33600","KUALA KANGSAR, PERAK"
A00276,,,2013,1,"NO. 16, JLN. KENANGA, PERLOP","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00277,,,2013,1,KG. RAJA INTAN SURAYA,"SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00278,,,2014,1,"NO. 172, KG. BASONG","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00279,RAJAN DIARY FARM ENTERPRSE,IPO374530-X,2013,1,"NO. 117, KG. TERSUSUSN KEMUNING","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00280,,,2009,1,KG. TALANG HILIR,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00281,,,2013,1,"KG. KETIOR, BATU 25","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00282,,,2014,1,"NO. 75, KG. TANAH MERAH","LUBUK MERBAU, 33010","KUALA KANGSAR, PERAK"
A00283,,,2014,1,"NO. 5, PPRT KG. SENGGANG","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00284,FUTURE BUSINESS NETWORK,IP0323913-P,2018,1,"LOT 2399, KG. KETIOR DALAM","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00285,,,2011,1,"NO. 22, KG. JENALIK HILIR","SAUK, 33500","KUALA KANGSAR, PERAK"
A00286,,,2014,1,KG. MANDAH,"KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00287,,,2013,1,"NO. 168, KG. SG. DURIAN","LINTANG, 33100","KUALA KANGSAR, PERAK"
A00288,,,2013,1,"BATU 19, KG. KUALA DAL","LUBUK MERBAU, 33700","KUALA KANGSAR, PERAK"
A00289,,,2008,1,"KG. TEMONG HULU,","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00290,,,2013,1,"NO. 36, KG. KELEBOR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00291,,,2009,1,"NO. 332, BT 33 1/2, KG. TALANG","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00292,,,2011,1,"NO. 369, KG. CHEH HULU","KUALA KANGSAR, 33020","KUALA KANGSAR, PERAK"
A00293,,,2013,1,"NO. 170, KG. KETIOR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00294,,,2014,1,"TAMAN CHANDAN PUTRI,","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00295,,,2015,1,"LOT 25, JALAN BESAR","MANONG, 33800","KUALA KANGSAR, PERAK"
A00296,,,2012,1,"NO. 16, KG. BENDANG SELINSING","SAUK, 33500","KUALA KANGSAR, PERAK"
A00297,,,2013,1,"NO.640B, KG. RAMBONG","LUBUK MERBAU, 33010","KUALA KANGSAR, PERAK"
A00298,AHMAD FIZUAN ENTERPRISE,IP0490587-U,2017,4,"NO. 326, KG. BENDANG CHENGAL","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00299,NOAH INSPIRATION ENTERPRISE,002936287-D,2019,1,"NO. 150, LALUAN MERANTI 6, TAMAN KUALA KANGSAR","KUALA KANGSAR, 33000","KUALA KANGSAR, PERAK"
A00300,WARISALEH AGRO FARM,IP03462342-A,2021,1,"LOT 1598, KG. TERSUSUN KLEDANG UTAMA, FASA 2","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00301,GAMIT MAJU ENTERPRISE,IP0512724-P,2020,1,"NO 104 A, KAMPUNG TROSOR","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00302,THIK ENTERPRISE,IP0517793-P,2017,1,"NO 16, KG JENALIK HILIR","SAUK, 33500","KUALA KANGSAR, PERAK"
A00303,,,2014,2,"NO. 20, KG SAYONG MASJID,","KUALA KANGSAR, 33040","KUALA KANGSAR, PERAK"
A00304,MAJU JAYA GENERAL AGENCY,SA0056297-H,2007,1,"39A, JLN ANGGERIK DORITIS BB 31/BB KOTA KEMUNING,","SHAH ALAM, 40460","SHAH ALAM , SELANGOR"
A00305,BRZ SOLUTION,IP0446505-X,2016,1,"687 BAWAH, PERSIARAN MUHIBBAH JAYA 1,","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00306,SRIAYUNIE ENTERPRISE,IP0201978-W,2003,8,"NO 61, KG JALONG,","SUNGAI SIPUT(U), 31100","KUALA KANGSAR, PERAK"
A00307,GREEN GENIUS RESOURCES,IP0509985-M,2018,3,"NO. 18, KG. GELIONG,","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00308,DAINI JAYA ENTERPRISE,IP0468784-V,2019,1,"LOT 8615, DESA SERI ISKANDAR, JALAN KATI","ENGGOR, 33600","KUALA KANGSAR, PERAK"
A00309,,,2017,1,"KG MASJID, JELAI, BATU KURAU, PERAK","TAIPING, 34520","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00310,WNZ ENTERPRISE,AC 0012774-X,2016,1,NO 1152 LORONG 27 TAMAN KAYA TAIPING PERAK,"TAIPING, 34000","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00311,,,2020,1,"KG ANAK KURAU,BATU KURAU","TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00312,,,,0,"KAMPONG BUKIT BERTAM, BATU KURAU, PERAK","TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00313,AIR TERJUN FARM  ,AC0005063-T,2019,0,NO 55 KG BARU AIR TERJUN 34800 TRONG PERAK,"TAIPING, 34800","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00314,,,,0,NO 44-B KG CHANGKAT NING BATU 8 JALAN TERONG CHANGKAT JERING TAIPING PERAK,"TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00315,"CENDAWAN BENDANG NERING
 ENTERPRISE
",AC0024317-D,2020,2,"LOT 8273, JALAN EXPO DALAM, 
KAMUNTING EXPO TAMBAHAN,       
34600 KAMUNTING, PERAK.
KG BENDANG NERING, BATU KURAU","TAIPING, 34600","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00316,MAK LONG ARAH ENT.,AC0024315-U,2020,1,"KG CHANGKAT MADRASAH,BATU KURAU","TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00317,EDARAN AMIRUL MUKMININ RESOURSE ,002526229-U,2018,1,NO 2A LOT 5385 KG SUNGAI PETAI LUAR JALAN CHANGKAT JERING 34850 TAIPING PERAK,"TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00318,A  NEEDA  ENTERPRISE,PG0387308-V,2011,1,2488 KAMPUNG KUALA SUNGAI RAMBUTAN,"SELAMA, 34140","SELAMA, PERAK"
A00319,JAYZURIN ENTERPRISE,PG030614-V,2019,0,NO 7 KG MATANG PASIR GUNUNG SEMANGGOL  SIMPANG 4 SEMANGGOL PERAK,"TAIPING, 34400","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00320,,,,0,"NO 44A KG SG PETAI, CHANGKAT JERING, TAIPING","TAIPING, 34800","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00321,AJ HANIS  ENTERPRISE,PG0406799-H,2018,1,"LOT 6030, KAMPUNG TAPAH,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00322,AZHAR & SAKINAH ENTERPRISE,,2012,0,"KG KUALA NOR,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00323,ETHNO RESOURCES SDN BHD,846944 K,2019,1,NO 23 LORONG KP2 TAMAN KOTA PERMAI 34750 SIMPANG PERAK,"TAIPING, 34750","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00324,D HAZA PADANG KUNYIT ENTERPRISE,PG0390436-D,2011,1,"LOT 35 KG TAPAH,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00325,FADZLAL CREATIVE ENTERPRISE,PG0269584-A,2011,3,"LOT 4017 KG MASJID IJOK,BATU KURAU,PERAK","SELAMA, 34510","SELAMA, PERAK"
A00326,SUFFINA ENTERPRISE,PG0388724-M,2020,1,"LOT 7437 JALAN SEKOLAH RENDAH 2, KAMPUNG EXPO,
34600 KAMUNTING, PERAK.","TAIPING, 34600","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00327,,,2018,1,NO 8A KAMPUNG SUNGAI BEMBAN 34800  TRONG PERAK,"TAIPING, 34800","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00328,,,2006,1,"LOT 657 KAMPUNG TAPAH,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00329,MISHAMAN  ENTERPRISE,IP0285632-A,2001,1,"GERAI  NO 3 KKLW KG MASJID IJOK,34510 BATU KURAU,PERAK","SELAMA, 34510","SELAMA, PERAK"
A00330,BAYOR EMPIRE AGROFARM,PG0448926-X,2015,1,"KG SG BEDARAH HILIR,SELAMA,PERAK","SELAMA, 34140","SELAMA, PERAK"
A00331,FUTURE ENDEAVOR GLOBAL,002641085-W,2017,1,"KAMPUNG SUNGAI SIPUTIH,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00332, ,,2006,3,"KG BAGAN BARU IJOK,BATU KURAU,PERAK","SELAMA, 34510","SELAMA, PERAK"
A00333,ANEKA RASA HASNAH ,AC0024515-P,2020,1,"NO 70 KG CHANGKAT NING, BATU 8 JALAN TRONG CHANGKAT JERING, 34850 TAIPING","TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00334,,,2015,1,"1007, KG TENGAH TANJUNG LENGKONG,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00335,,,2016,1,"KG SG CHIN AH LAU RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00336,,,2019,0,NO 93 KG AIR KUNING 34000 TAIPING PERAK,"TAIPING, 34000","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00337,,,2017,1,"KG AIR ITAM, BATU KURAU","TAIPING, 34520","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00338,ZULCOND SERVIS RESOURCES,PG400967-M,2001,2,"NO 89 KG LIAN GUNUNG IJOK,BATU KURAU","SELAMA, 34510","SELAMA, PERAK"
A00339,SUJAZA ENTERPRISE,AC0013580-P,2000,4,"NO 57D KUALA NOR,RANTAU PANJANG,  SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00340,INSPIRASI NAURAH ENTERPRISE,IP0517741-U,2019,1,NO 20 LORONG 34 TAMAN DESA JANA 3 34600 PERAK,"TAIPING, 34600","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00341,ZWATI ENTERPRISE,BAGAN SERAI,2019,0,NO 72 TELOK MEDAN JALAN TAIPING 34300 BAGAN SERAI PERAK,"TAIPING, 34300","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00342,,,2020,0,"NO 27, KG TITI KASAI","TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00343,NL BLADES,IP 0459165-A,2019,0,"NO.77,JBS KG.CHENGAL JANTAN, CHKT.IBOL, TAIPING, PERAK","TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00344,IKHWAN AGRO ENTERPRISE,AC0013820-V,2017,0,"NO.178, JALAN RUMAH PERKELAHAN, KG. SEMPENEH CEMPAKA, BATU KURAU, PERAK","TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00345,MADAM KAY,AC 0015927-P,2020,1,KG REPUH 34600 BATU KURAU PERAK,"TAIPING, 34510","PERAK, SELAMA"
A00346,,,2013,1,"LOT 6661 KAMPUNG TERSUSUN REDANG PANJANG,BATU KURAU","SELAMA, 34510","SELAMA, PERAK"
A00347,,,2009,2,"NO14 KG GUA PETAI ,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00348,NAH LOD ENTERPRISE,AC 0024410-X,2020,1,LOT 396 KG TITI KASAI TENGAH 34500 BATU KURAU PERAK,"TAIPING, 34510","PERAK, SELAMA"
A00349,WARISAN ANAK UTARA,IP0411406-B,2016,0,NO 365 KG KEPALA BUKIT BATU 9 JLN TRONG CHANGKAT JERING,"TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00350,,,2016,1,"NO 22 KG ULU MENGKUANG,RANTAU PANJANG","SELAMA, 34140","SELAMA, PERAK"
A00351,ANRAMIN INDUSTRY        ( M ) SDN BHD,1220775-V,2020,2,"NO 425 LORONG TERATAI, KEMUNTING JAYA 34600 KAMUNTING PERAK","TAIPING, 34600","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00352,,,2011,2,"NO 6 KAMPUNG GURU,SELAMA,PERAK","SELAMA, 34100","SELAMA, PERAK"
A00353,SHAM BUMI TERNAK,IP0286272-W,2020,0,KG ANAK KURAU,"TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00354,,,2014,1,"NO 697 KG SG LEMPUNG,SELAMA,PERAK","SELAMA, 34130","SELAMA, PERAK"
A00355,,,2014,1,"NO.8A KG.BT.7 BUKIT BERTAM,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00356,,,2011,0,"KG TEBING TINGGI ,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00357,,,2017,0,NO 5 JALAN 19 TAMAN DESA JAYA 6 KAMUNTING,"TAIPING, 34000","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00358,LIKS CUISINE ,IP0517363-X,2019,1,LOT 1505 KAMPUNG SENDUK SEBRANG BATU 8 CHANGKAT JERING 34850 TAIPING PERAK,"TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00359,,,2009,2,"KG BATU 6,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00360,,,2017,4,"KG TUA ULU KERIAN,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00361,KAYARS ENTERPRISE,PG 0451131-T,2017,0,"NO.775, LORONG 23, TAMAN KAYA TAIPING, PERAK","TAIPING, 34300","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00362,,,2014,2,"NO 4O KG MASJID IJOK,BATU KURAU","SELAMA, 34510","SELAMA, PERAK"
A00363,LR STEEL ENT,AC0019466-W,2015,2,"NO 34, KG CHT NING, BATU 8, JLN TRONG, CHT JERING","TAIPING, 34510","PERAK, PERAK"
A00364,,,2011,2,,"TAIPING, 34140",
A00365,,,2017,0,"NO. 71A, KG JEMERANG SETAR, BATU KURAU, PERAK","TAIPING, 34520","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00366,,,2014,2,"KG SUNGAI RAMBUTAN,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00367,,,2015,1,"1075 KG SG RAMBUTAN,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00368,SANTAN HAFIZ ENTERPRISE,IP0525840-K,2020,0,KG ULU SENDUK BUKIT GANTANG TAIPING,"TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00369,CHE NU ENTERPRISE,AC 0022180-D,2019,1,LOT 1562 KG PAYA 34500 BATU KURAU PERAK,"TAIPING, 34500","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00370,,,2016,1,NO 122A  KG BATU 8 CHANGKAT JERING TAIPING PERAK,"TAIPING, 34850","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00371,AURAMEEN DESIGN,AC-0006591-U,2017,0,"NO. 3730, LRG. SENTOSA 11, DESA SIMPANG SENTOSA, TAIPING, PERAK","TAIPING, 34000","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00372,,,2016,,LOT 322 KG TENGAH TEMERLOK TRONG PERAK,"TAIPING, 34800","LARUT MATANG, TRONG"
A00373,ICED SUGARCANE  ENTERPRISE,IP0472180-H,2016,2,"LOT 2853, SUNGAI DENDANG,SELAMA","SELAMA, 34130","SELAMA, PERAK"
A00374,,,2018,0,NO 108 KG AIR TERJUN TRONG 34800 TAIPING PERAK,"TAIPING, 34800","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00375,ZARA HOMEMADE BAKERY,AC0009068-U,2020,1,"NO 58 KG SELINSING, SIMPANG 4, 34400 SEMANGGOL PERAK","TAIPING, 34400","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00376,,,2016,0,LOT 10865 RKT BATU 19 1/2 BATU KURAU PERAK,"TAIPING, 34520","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00377,,,2018,0,NO 1 /08 BATU 2 1/2 JALAN SIMPANG 3400 TAIPING PERAK,"TAIPING, 34000","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00378,,,2006,2,"GERAI PLB KG MASJID IJOK,BATU KURAU","SELAMA, 34510","SELAMA, PERAK"
A00379,FMR SUPPLIES ENTERPRISE,IP 0533628-W,2020,1,"225 JALAN RAYA KAMPUNG PINANG, 34600 KAMUNTING PERAK","TAIPING, 34600","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00380,,,2018,0,NO 17 JALAN MEWAH TAMAN MEWAH 34600 KAMUNTING TAIPING PERAK,"TAIPING, 34600","LARUT MATANG, SELAMA & KERIAN, PERAK"
A00381,,,2014,2,"317 KAMPUNG TAPAH,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
A00382,,,2011,3,KAMPUNG TAPAH RANTAU PANJANG  PERAK,"SELAMA, 34140","SELAMA, PERAK"
A00383,,,2011,2,"KG TELOK MAS,RANTAU PANJANG,SELAMA","SELAMA, 34140","SELAMA, PERAK"
